author,statement,source,date,target,BinaryTarget,BinaryNumTarget
Colin Meyn,"“You were going to cut schools, when you were going to cut teachers and educators in our schools.”",David Zuckerman,"8, October 2020",mostly-true,FAKE,0
Hayat Norimine,"Says Joe Biden’s website shows that he supports the Green New Deal, despite denials in debate.",TikTok posts,"8, October 2020",half-true,FAKE,0
Ciara O'Rourke,An impersonator in a Joe Biden mask gave an interview as Joe Biden.,Viral image,"8, October 2020",pants-fire,FAKE,0
Clara Hendrickson,Says Sen. Gary Peters “downplayed the pandemic” and “failed to act.”,John James,"8, October 2020",false,FAKE,0
Clara Hendrickson,"Eric Esshaki “would allow insurance companies to kick people with a preexisting condition off their plans in the middle of a pandemic, including over 100,000 Michiganders who have survived COVID-19.”",Haley Stevens,"7, October 2020",barely-true,FAKE,0
Daniel Funke,"""Dems want to shut your churches down, permanently. Hope you see what is happening.""",Donald Trump,"7, October 2020",pants-fire,FAKE,0
Samantha Putterman,"“South Dakota, Idaho, Florida, Tennessee & Georgia are now mask FREE!”",Facebook posts,"7, October 2020",barely-true,FAKE,0
Ciara O'Rourke,“Chris Christie is in ICU and reported to be put on a ventilator.”,Viral image,"7, October 2020",false,FAKE,0
Ciara O'Rourke,"“Hillsboro school district has already placed Antifa, BLM in their curriculum as Justice Fighters. Fourth grade.”",Facebook posts,"7, October 2020",false,FAKE,0
Madison Czopek,“The Rock has lost 48 million followers on his IG and YouTube after coming out for Biden.”,Facebook posts,"7, October 2020",false,FAKE,0
Ciara O'Rourke,Hacked emails “revealed that Hillary Clinton & pals are involved in sex trafficking children.”,Facebook posts,"7, October 2020",pants-fire,FAKE,0
Eric Litke,“Wisconsin Republicans have not passed a single bill in 6 months.”,Facebook posts,"7, October 2020",true,REAL,1
Noah Y.,"Says Joe Biden said 14,000 people died from H1N1. “Fact checking it is 574,000.”",Facebook posts,"October • 7,",pants-fire,FAKE,0
Tom Kertscher,Says Kamala Harris said there will be “a federal tax on your home for reparations.”,Facebook posts,"7, October 2020",false,FAKE,0
Monique Curet,“NYT is correcting their lies..Trump paid $1M in 2016 & $3.8M in 2017-18..THEY LIED..AGAIN. INFO ON TWITTER THIS AM.”,Facebook posts,"7, October 2020",false,FAKE,0
Ciara O'Rourke,"Says Donald Trump said, “The doctors said they’ve never seen a body kill the coronavirus like my body. They tested my DNA and it wasn’t DNA. It was USA.”",Viral image,"7, October 2020",pants-fire,FAKE,0
Ciara O'Rourke,Says Chris Christie told Donald Trump to interrupt Joe Biden during the debate because “people who overcome stuttering have a harder time maintaining their train of thought when interrupted. Keep interrupting him and he’ll stumble when he tries to speak. This will enforce the ‘senile’ narrative.”,Facebook posts,"7, October 2020",false,FAKE,0
Jon Greenberg,"“Many people every year, sometimes over 100,000, and despite the vaccine, die from the flu … we are learning to live with Covid, in most populations far less lethal.""",Donald Trump,"6, October 2020",false,FAKE,0
William Skipworth,“All Missouri’s high-risk areas have mask mandates in place.”,Mike Parson,"6, October 2020",false,FAKE,0
Amy Sherman,"During the Obama/Biden administration “18,000 people got clemency.”",Joe Biden,"6, October 2020",false,FAKE,0
Amy Sherman,The president's own FBI director said that the greatest domestic terrorist threat is white supremacists.,Joe Biden,"6, October 2020",true,REAL,1
Alex Sakariassen,"Says he ""fights for everyone with a preexisting condition.”",Matthew Rosendale,"6, October 2020",barely-true,FAKE,0
Clara Hendrickson,"Says “John James opposes abortion, even refusing to make an exception when a woman’s life is at risk” and “wants to make it a felony even in cases of rape and incest.”",Gary Peters,"6, October 2020",half-true,FAKE,0
Tom Kertscher,"Says Tommy Tuberville ""quit on his players"" all four times that he was a college football coach.",Doug Jones,"6, October 2020",half-true,FAKE,0
Ciara O'Rourke,“AARP endorses Biden and gives financial support to Planned Parenthood.”,Facebook posts,"6, October 2020",false,FAKE,0
Madeline Heim,“I brought back Big Ten football.”,Donald Trump,"6, October 2020",barely-true,FAKE,0
Madison Czopek,“The leader of Proud Boys is the Florida state director of Latinos for Trump.”,Viral image,"6, October 2020",half-true,FAKE,0
Noah Y.,Says Sri Kulkarni attended “notorious desert drug parties” and was arrested for cocaine.,Congressional Leadership Fund,"October • 6,",half-true,FAKE,0
Ciara O'Rourke,“HOUSE PASSES BILL TO PAY U.N. TO RUN LOCAL POLICE BOARDS IN 46 U.S. CITIES.”,Facebook posts,"6, October 2020",false,FAKE,0
Ciara O'Rourke,“The government has released their initial plans to force a vaccine on everyone.”,Bloggers,"6, October 2020",false,FAKE,0
Monique Curet,Says Joe Biden “wants American farmers to put their farmland into Gvt ‘land banks.’ Gvt would then tell farmers what ‘sustainable’ plants they could grow.”,Facebook posts,"6, October 2020",half-true,FAKE,0
Ciara O'Rourke,“Bikers show up to The Walter Reed Hospital to pray for President Trump.”,Facebook posts,"5, October 2020",false,FAKE,0
Tom Kertscher,Says Susan Collins “pushed for policies that benefited her husband’s lobbying business.”,Sara Gideon,"5, October 2020",barely-true,FAKE,0
Ciara O'Rourke,"Says Joe Biden tweeted, “I have consulted with Instagram’s CEO to take the page @electionleaks down. They have supposedly ‘video proof’ of me using a hidden earpiece in tonight’s debate. This is slander, and not true.”",Instagram posts,"5, October 2020",pants-fire,FAKE,0
Ciara O'Rourke,“President Trump is in great danger. Evidence is mounting that he’s being deliberately killed at Walter Reed Military Hospital.”,Alex Jones,"5, October 2020",pants-fire,FAKE,0
Warren Fiske,Nick Freitas “voted to let businesses discriminate and fire expecting mothers for no other reason but their pregnancy. ”,United Association’s Union Plumbers and Pipefitters Vote! PAC,"5, October 2020",mostly-true,FAKE,0
Kiannah Sepeda-Miller,"Approving the constitutional amendment on Illinois' November ballot “would let the politicians immediately implement their plan to increase taxes on small businesses, farmers and large employers.”",Coalition to Stop the Proposed Tax Hike Amendment,"4, October 2020",half-true,FAKE,0
Daniel Funke,"Says Donald Trump is not at Walter Reed National Military Medical Center, “he is on AF1.”",Facebook posts,"4, October 2020",pants-fire,FAKE,0
Aaron Sharockman,Says Joe Biden stays in his basement.,Jason MIller,"4, October 2020",false,FAKE,0
Kit Norton,"“That 5% (wealth tax) starts at $159,000 per family.”",Phil Scott,"4, October 2020",true,REAL,1
Daniel Funke,"Says Donald Trump boarded Marine One ""with a portable oxygen concentrator in his pocket with the nasal cannula going up his back, hidden in his hair and tucked under his mask.""",Facebook posts,"4, October 2020",false,FAKE,0
Brandon Mulder,Says he “strongly supports legalization for Dreamers.”,John Cornyn,"3, October 2020",half-true,FAKE,0
Xander Landen,“Our governor proposed initially a 5% cut across the board of state government.”,David Zuckerman,"2, October 2020",barely-true,FAKE,0
Ciara O'Rourke,Photo shows Chris Wallace and Jeffrey Epstein on Epstein’s private island.,Viral image,"2, October 2020",pants-fire,FAKE,0
Jon Greenberg,President Barack Obama and Vice President Joe Biden “left me 128 judges to fill. You just don’t do that.”,Donald Trump,"2, October 2020",barely-true,FAKE,0
Daniel Funke,“No prominent Democrats have had the virus but the list of Republicans goes on and on.”,DeAnna Lorraine,"2, October 2020",false,FAKE,0
Madison Czopek,“Biden and Obama allowed grown men in restrooms with little girls. Trump has rescued over 300 missing children from (pedophiles) and perverts.”,Facebook posts,"2, October 2020",false,FAKE,0
Hayat Norimine,"Says Joe Biden “made it clear..No More Coal Fired Power Plants!! So, No More Coal!! Wake Up WV, PA,OH, KY”",Facebook posts,"2, October 2020",half-true,FAKE,0
Madison Czopek,Gas prices during the Obama-Biden administration were $5.49 a gallon.,Viral image,"2, October 2020",half-true,FAKE,0
Ciara O'Rourke,Two “Doomsday Planes” took flight because of President Donald Trump’s COVID-19 diagnosis.,Facebook posts,"2, October 2020",false,FAKE,0
Daniel Funke,Says Donald Trump’s reelection campaign emailed supporters to “donate to help him recover from” COVID-19.,Tweets,"2, October 2020",pants-fire,FAKE,0
Ciara O'Rourke,Joe Biden’s eyes were black during the debate because he was wearing Mojo Vision lenses.,Viral image,"2, October 2020",pants-fire,FAKE,0
Miriam Valverde,An episode of “The Simpsons” showed Donald Trump in a coffin.,Facebook posts,"2, October 2020",pants-fire,FAKE,0
Eric Litke,Says President Donald Trump started a trade war that “led to a surge in farm bankruptcies.”,Joe Biden,"2, October 2020",half-true,FAKE,0
Madeline Heim,"“If you just count all the deaths in the red states, we are number two in the world in deaths, just behind Brazil.”",Joe Biden,"1, October 2020",mostly-true,FAKE,0
Bill McCarthy,"Says Joe Biden “passed a tax bill that gave us all these privileges for depreciation and for tax credits. We built a building, and we get tax credits like the hotel on Pennsylvania Ave.”",Donald Trump,"1, October 2020",half-true,FAKE,0
Victoria Knight,“There's 100 million people that have preexisting conditions.”,Joe Biden,"1, October 2020",mostly-true,FAKE,0
Samantha Putterman,"""Last week Joe Biden flashed the ‘white power’ sign. President Trump condemned white supremacists yesterday. Why hasn't Joe Biden?”",Donald Trump,"1, October 2020",pants-fire,FAKE,0
Miriam Valverde,“I don’t think there’s any doubt (Joe) Biden’s senile.”,Brit Hume,"1, October 2020",false,FAKE,0
Jessica Calefati,Poll watchers in Philadelphia “were thrown out.”,Donald Trump,"1, October 2020",false,FAKE,0
Louis Jacobson,“Suburbs are by and large integrated.”,Joe Biden,"1, October 2020",half-true,FAKE,0
Louis Jacobson,"Before the coronavirus pandemic, the United States had “the greatest economy in the history of our country.”",Donald Trump,"1, October 2020",false,FAKE,0
Julie Appleby,"“For example, when the COVID-19 pandemic hit, my Administration implemented a program to provide any individual without health-insurance coverage access to necessary COVID‑19‑related testing and treatment.”",Donald Trump,"1, October 2020",mostly-true,FAKE,0
Samantha Putterman,"“9,871,525 is the number of registered voters in AZ according to FB. AZ population is 7,270,000.”",Facebook posts,"1, October 2020",barely-true,FAKE,0
Laura Schulte,“A federal judge just ordered Wisconsin must have all ballots counted by 8 p.m. on the day of the election.”,Facebook posts,"30, September 2020",pants-fire,FAKE,0
Bill McCarthy,"President Donald Trump’s tax returns show “what any wealthy person's tax history is, if you can believe it — which is good years and bad years, years of immense taxes and years of almost no taxes at all because you carry over losses.”",Hugh Hewitt,"30, September 2020",barely-true,FAKE,0
Louis Jacobson,"In manufacturing, ""I brought back 700,000 jobs. (Obama and Biden) brought back nothing.""",Donald Trump,"30, September 2020",false,FAKE,0
Jon Greenberg,"Says Joe Biden “had 308,000 military people dying because you couldn’t provide them proper healthcare in the military.”",Donald Trump,"30, September 2020",false,FAKE,0
Tom Kertscher,"“Amy Coney Barrett has said that a woman should not be able to own property, buy or sell without the permission of her husband or a male relative.”",Facebook posts,"30, September 2020",false,FAKE,0
Amy Sherman,"Says Miami-Dade Mayor Carlos Gimenez “approved a 67% pay raise for himself and increased his own pension. He makes $250,000 a year, more than almost every big-city Mayor in the country. He also kept his taxpayer-funded Mercedes-Benz after slashing $400 million in government jobs and spending.”",Debbie Mucarsel-Powell,"30, September 2020",half-true,FAKE,0
Monique Curet,“BLM Activist kills three people in a Louisville bar wearing a Breonna Taylor tee shirt last Friday.”,Peggy Hubbard,"30, September 2020",barely-true,FAKE,0
